,postalcode,price,year,area,rooms,type
154504,262,33900000,1992,172,4,0
154505,260,31400000,2021,64,1,0
154506,260,32400000,2008,73,1,0
154507,900,29400000,1959,91,2,0
154508,108,95000000,1965,243,3,1
154511,245,26500000,1963,197,3,0
154512,221,120000000,2002,263,4,2
154513,200,37100000,1978,48,1,0
154514,112,65000000,2005,112,3,0
154515,825,38000000,1973,143,3,2
154518,270,58000000,1994,102,3,0
154519,102,58900000,2020,89,1,0
154520,600,21000000,1977,54,1,0
154521,620,42600000,1970,181,5,2
154522,740,24600000,1968,163,4,0
154523,210,45400000,2004,63,1,0
154524,112,97200000,2000,191,4,2
154525,105,42914000,1949,83,1,0
154526,200,39000000,1963,69,1,0
154527,113,54500000,2003,109,2,0
154528,210,69900000,2020,123,3,0
154529,112,39900000,1995,67,1,0
154530,112,67000000,1988,136,2,0
154531,112,51900000,1991,114,3,0
154532,201,67500000,2001,129,3,0
154533,210,102000000,2000,170,3,1
154534,400,25800000,2021,51,1,1
154535,415,20200000,1959,172,3,2
154536,460,30000000,1958,236,6,2
154537,203,76500000,2005,134,3,0
154538,210,37200000,2021,84,3,0
154539,105,80400000,1959,151,4,0
154540,310,36000000,1948,133,3,0
154541,105,53000000,1960,92,2,0
154542,101,35500000,1984,49,2,0
154544,109,48400000,1977,113,3,0
154545,203,126000000,1978,263,4,2
154546,200,56900000,2021,92,2,0
154547,200,77900000,2021,129,3,0
154548,200,57750000,2021,94,2,0
154549,200,25755000,1976,48,2,0
154550,200,49900000,2021,75,1,0
154551,200,54000000,1988,94,2,0
154552,800,55500000,2021,95,2,0
154553,800,30500000,2019,63,1,0
154554,800,50900000,2021,87,2,0
154555,800,51900000,2021,90,2,0
154556,600,25600000,1955,66,2,0
154557,262,35900000,1969,184,4,0
154558,603,22500000,1968,61,1,0
154559,250,46000000,1963,195,4,2
154560,260,31400000,2021,64,1,0
154561,104,31150000,1961,45,1,0
154562,200,95100000,2021,158,3,0
154563,740,25600000,1968,163,4,0
154564,108,59000000,1962,128,3,0
154565,107,51500000,1979,70,2,0
154568,108,70000000,1959,136,4,1
154569,870,28000000,1979,87,2,0
154572,780,44500000,1978,172,5,2
154574,203,75000000,2007,146,3,0
154575,800,63000000,2015,144,2,1
154576,870,53500000,1959,210,4,2
154577,600,22700000,1926,97,3,0
154578,108,70000000,2020,134,3,0
154579,201,89500000,2000,209,4,0
154581,220,36500000,1968,76,1,0
154582,603,22250000,1980,60,1,0
154583,101,67800000,1927,113,2,0
154584,108,73300000,1960,162,3,0
154585,109,39900000,1968,87,2,0
154586,603,23500000,1966,86,2,0
154587,108,13669000,2007,83,1,0
154588,105,52500000,1944,140,1,0
154589,105,38000000,1990,63,1,0
154590,270,129500000,2006,247,3,2
154591,201,65900000,2019,97,2,0
154592,230,28000000,1986,84,2,0
154593,250,33000000,1973,171,5,2
154594,260,34200000,2017,83,2,0
154595,201,52900000,2000,98,2,0
154596,105,48500000,1959,89,3,0
154597,101,62950000,1992,104,2,0
154598,108,13671000,2018,74,1,0
154599,105,77000000,2014,130,2,0
154600,108,90000000,1959,196,4,2
154601,200,58900000,2021,100,2,0
154603,200,41900000,2021,58,1,0
154604,200,35000000,1970,79,1,0
154605,105,39000000,1946,56,1,0
154606,730,39500000,1971,158,4,2
154607,730,25200000,2006,90,2,0
154608,301,57000000,2007,156,4,2
154609,850,32500000,2019,81,2,1
154610,850,44000000,1968,189,4,2
154611,850,37000000,1983,183,4,2
154612,109,43000000,1969,91,3,0
154613,210,57000000,1981,83,2,1
154614,603,63000000,2006,139,3,1
154615,201,51900000,2000,98,2,0
154616,104,40000000,1949,69,1,0
154617,220,59000000,1999,105,3,0
154618,111,41900000,1972,108,3,0
154619,112,48500000,1996,73,1,0
154620,104,8360000,1988,156,3,1
154621,105,85900000,1943,186,4,0
154622,105,85900000,1943,186,1,0
154623,200,50600000,1968,91,2,0
154624,112,42900000,1988,81,1,0
154625,201,55000000,2001,101,1,0
154627,200,67500000,2021,98,2,0
154628,201,47300000,2019,63,1,0
154630,600,20000000,1929,122,3,0
154631,600,22800000,1929,73,1,0
154632,101,38800000,1934,58,1,0
154633,221,54000000,2014,94,2,0
154634,203,137000000,2009,393,6,2
154635,201,61000000,1996,111,3,0
154638,105,40000000,1965,49,1,0
154639,108,64000000,1964,173,2,0
154640,220,42900000,1987,89,2,0
154641,600,36000000,1973,172,4,2
154642,851,64000000,1996,146,4,2
154644,245,53000000,2005,161,3,2
154645,101,46600000,1912,65,3,0
154646,101,110000000,1902,143,4,0
154648,800,53900000,2008,161,3,1
154649,260,39500000,2021,103,3,0
154651,262,19700000,1956,58,1,0
154652,101,30900000,1920,39,1,0
154653,201,101000000,1995,168,4,1
154654,780,17500000,1994,56,2,0
154655,800,68100000,1979,177,4,2
154656,800,43700000,2017,91,3,1
154657,203,81500000,2006,191,2,0
154658,203,59000000,2006,110,2,0
154659,113,48500000,2004,99,2,0
154660,105,39200000,1946,64,2,0
154661,109,47500000,1976,113,3,0
154662,270,53000000,1973,123,2,0
154663,550,41000000,1990,108,3,1
154664,603,86800000,1978,321,7,2
154665,800,82000000,2018,198,4,2
154666,200,54900000,2020,79,1,0
154667,101,57500000,2017,74,1,0
154668,104,77500000,1967,211,4,0
154669,600,24200000,1977,59,1,0
154670,620,49800000,1964,155,3,2
154671,200,69900000,2021,103,2,0
154672,110,53600000,2007,84,2,0
154673,210,180000000,1973,259,4,2
154674,603,75000000,1975,289,4,0
154675,603,75000000,1975,289,1,0
154676,210,77500000,2006,120,2,0
154677,109,68500000,1977,170,4,1
154678,815,38000000,2020,87,2,0
154679,108,47900000,1964,108,2,0
154680,110,51000000,1985,86,2,0
154681,200,71900000,2021,95,2,0
154682,200,62900000,2021,100,2,0
154683,112,50750000,1992,82,2,0
154684,200,57900000,2018,87,2,0
154685,101,58000000,1957,103,3,0
154686,220,54000000,1991,109,3,0
154687,110,43000000,1966,103,3,0
154688,111,44000000,1978,86,1,0
154689,108,40100000,1963,59,1,0
154690,210,73700000,2019,115,3,0
154691,311,45000000,1982,152,5,2
154692,300,62000000,1959,212,5,2
154693,300,38800000,1960,144,3,0
154694,220,59000000,2005,100,2,0
154695,200,59900000,2021,100,2,0
154696,270,38500000,1995,60,2,0
154697,104,96500000,1966,157,4,1
154698,103,41000000,1985,57,1,0
154699,108,60900000,1961,110,3,1
154700,111,46500000,1974,131,3,0
154702,800,34500000,2021,80,2,0
154703,800,29700000,2021,69,1,0
154704,800,36900000,2021,80,2,0
154705,800,31800000,2021,69,1,0
154706,800,31100000,2021,69,1,0
154707,800,36900000,2021,80,2,0
154708,800,33700000,2021,80,2,0
154709,109,45200000,1975,93,2,0
154710,850,38000000,2004,136,3,1
154711,107,114500000,2016,130,2,0
154712,800,61900000,2021,101,2,0
154713,108,44900000,1965,77,2,0
154714,111,34000000,1972,58,1,0
154715,103,93000000,1986,200,5,1
154716,540,20000000,1966,122,3,2
154717,220,47000000,1926,82,2,0
154718,600,31500000,1947,96,2,0
154719,107,30500000,1957,38,1,0
154720,104,33000000,1947,54,1,0
154721,220,68900000,2007,105,2,0
154722,810,53000000,1966,162,3,2
154723,420,36500000,1996,186,4,2
154724,621,74000000,1958,304,4,2
154725,603,69000000,1951,202,4,2
154726,800,34500000,2006,100,2,1
154727,800,27500000,2006,71,1,1
154728,605,27311000,1916,193,2,2
154729,105,52900000,1989,93,2,0
154730,600,15500000,1941,53,1,0
154731,400,25500000,1906,81,1,0
154732,220,38900000,1967,65,1,0
154733,210,405000000,2008,484,5,2
154734,110,56000000,2005,93,1,0
154735,210,104000000,2021,180,5,1
154736,113,59500000,2021,111,3,0
154737,101,35500000,1937,64,1,0
154738,200,43000000,1988,63,1,0
154739,200,141000000,2007,265,3,1
154740,201,58500000,1996,104,2,0
154741,200,9486000,1958,183,5,2
154742,101,64900000,1906,192,2,0
154743,301,28500000,2003,105,2,2
154744,104,25800000,1949,43,1,0
154745,112,75000000,1988,134,3,0
154746,800,53900000,2002,132,2,1
154747,105,34900000,1941,74,1,0
154748,113,67900000,2020,122,3,0
154750,800,45000000,2016,85,2,1
154751,101,42900000,1937,65,1,0
154753,105,55500000,1960,142,4,0
154754,760,10000000,1976,115,3,2
154755,900,52500000,2021,150,3,1
154756,104,45000000,1962,89,2,0
154757,270,63000000,1989,98,2,1
154758,221,55900000,2003,112,3,0
154759,201,62000000,1996,100,2,0
154760,105,24300000,1939,56,2,0
154761,210,105000000,2021,180,5,1
154762,101,158000000,2019,146,3,0
154764,200,45500000,1978,69,2,0
154765,107,86000000,1955,150,3,0
154766,104,57900000,1958,127,3,0
154768,112,51000000,1990,114,2,0
154769,101,31900000,1922,45,1,0
154770,105,38000000,1944,62,2,0
154771,200,45000000,1972,79,2,0
154772,220,67000000,1906,98,2,2
154773,220,48500000,1965,99,3,0
154774,112,44250000,1996,85,2,0
154775,220,77400000,1968,188,4,0
154776,109,45000000,1968,102,3,0
154777,220,86500000,1999,189,1,0
154778,220,86500000,1999,189,2,0
154779,200,53000000,1961,147,4,0
154780,109,87700000,1979,187,3,1
154781,101,20000000,1904,31,3,0
154782,111,34500000,1976,72,1,0
154783,230,30100000,1985,78,2,0
154784,230,14000000,1953,64,2,0
154785,240,38000000,2007,107,3,0
154787,805,23400000,2008,70,1,1
154789,110,44000000,1967,105,3,0
154790,900,29000000,1964,91,2,0
154791,105,67000000,1957,125,2,0
154792,600,57500000,1961,165,4,2
154793,800,60000000,2021,101,2,0
154794,800,52900000,2021,90,2,0
154795,800,57900000,2021,95,2,0
154796,800,56500000,2021,95,2,0
154797,800,51200000,2021,84,1,0
154798,112,51300000,1992,106,3,0
154799,200,47000000,1956,123,3,0
154800,800,64500000,2021,108,2,0
154801,800,58900000,2021,101,2,0
154802,112,63500000,1996,123,3,0
154803,600,54300000,2006,107,2,0
154804,103,69900000,2021,119,3,0
154805,109,47300000,1971,103,3,0
154806,800,49000000,2021,84,1,0
154807,800,54500000,2021,89,1,0
154808,270,64000000,2001,134,2,1
154809,400,19000000,1973,83,1,0
154810,850,37000000,2005,139,3,1
154811,400,36000000,1965,109,3,0
154812,270,52000000,2001,134,2,1
154814,113,44900000,2021,65,1,0
154815,815,78900000,1967,293,3,0
154816,815,78900000,1967,293,3,0
154817,220,49900000,1993,101,2,0
154818,690,9300000,1979,78,2,0
154819,112,55000000,1992,114,3,0
154820,730,49500000,2007,190,4,2
154821,710,16000000,1967,159,5,2
154822,110,74500000,2021,120,4,0
154823,105,41500000,1946,65,1,0
154824,105,32200000,1992,55,1,0
154826,110,40000000,1968,76,2,0
154828,170,77000000,1996,135,1,0
154829,270,101900000,2013,244,3,1
154830,107,47400000,1979,67,2,0
154831,580,17000000,1952,157,2,2
154832,260,84000000,2007,280,5,2
154833,210,72900000,2020,123,3,0
154834,210,67900000,2020,126,3,0
154835,104,34200000,1960,47,1,0
154836,210,87900000,2021,161,3,0
154837,200,51000000,1950,93,2,0
154838,107,48000000,1950,71,2,0
154839,730,17000000,1966,175,3,0
154840,730,21600000,2006,71,1,0
154841,825,39500000,1973,126,3,2
154842,111,33900000,1978,50,1,0
154843,300,19500000,1938,61,1,0
154845,603,46500000,1995,111,2,1
154846,580,11900000,1946,80,2,0
154847,800,39500000,2005,94,2,0
154848,800,80000000,1999,173,4,2
154849,108,76500000,1964,168,4,0
154850,110,81500000,1987,159,2,0
154851,220,133500000,2006,219,3,2
154852,105,92000000,1948,149,3,0
154853,105,37500000,1967,52,1,0
154854,105,58500000,1967,103,2,0
154855,102,105500000,2020,148,3,0
154856,110,58900000,2004,110,2,0
154857,203,84500000,2005,135,2,0
154858,220,53000000,1929,143,4,0
154859,210,61000000,2019,99,3,0
154860,201,65500000,2018,100,2,0
154861,105,46900000,1960,77,2,0
154862,200,44500000,1978,90,2,0
154865,260,38000000,2019,95,3,0
154866,900,32700000,1975,126,5,0
154867,550,37000000,1981,128,2,2
154868,800,40900000,2019,81,1,0
154869,260,60000000,2008,161,3,2
154870,230,36000000,1955,101,3,0
154871,108,140000000,1982,359,8,2
154873,545,35000000,1975,188,5,2
154874,545,31250000,1995,130,4,2
154875,101,98500000,2018,125,2,0
154876,800,53400000,2013,119,2,1
154877,101,34000000,1920,36,1,0
154878,800,28800000,1947,74,2,0
154881,851,39000000,2020,63,2,2
154882,603,31500000,1990,106,3,0
154884,800,45500000,2019,114,3,0
154885,104,47500000,1960,103,3,0
154886,200,52500000,1962,111,3,0
154887,600,50000000,2018,97,3,0
154888,600,31500000,1959,111,3,0
154889,810,42900000,2018,73,1,0
154890,600,26700000,1973,66,1,0
154891,846,23800000,2018,144,3,2
154892,201,36250000,2017,128,3,0
154893,105,76000000,2000,130,3,0
154894,200,56900000,2020,96,2,0
154895,200,57900000,2020,89,2,0
154897,101,47500000,1938,79,1,0
154898,102,99900000,2020,173,3,0
154899,101,60000000,2017,66,1,0
154900,105,41000000,1998,82,2,0
154902,105,71000000,1949,106,3,0
154903,110,73000000,2020,122,4,0
154904,300,46500000,2007,136,3,0
154905,112,42400000,1992,79,2,0
154906,170,70000000,1967,118,3,0
154907,815,44000000,2019,121,3,1
154908,104,42000000,1950,79,2,0
154909,210,58400000,2014,105,1,0
154910,113,46000000,2016,83,2,0
154911,700,42000000,1980,187,4,0
154912,105,53700000,1954,106,2,0
154914,260,45000000,2019,106,3,0
154915,230,60400000,2021,107,2,0
154916,260,39250000,2019,95,3,0
154917,200,57900000,2021,94,2,0
154918,815,39900000,1992,106,3,2
154919,102,73750000,2020,101,3,0
154920,450,18900000,1975,95,3,0
154921,465,24000000,1941,185,5,2
154922,450,38000000,1938,303,6,2
154924,603,51500000,1966,148,2,1
154926,300,58500000,2018,126,3,0
154927,600,17500000,1879,128,3,2
154928,603,20500000,1968,60,1,0
154929,800,64500000,2021,109,2,0
154930,820,20500000,1920,93,2,0
154932,780,34600000,1987,100,3,0
154935,105,58000000,2000,92,2,0
154936,113,54900000,2006,108,2,0
154937,113,66400000,2003,129,3,0
154938,101,69200000,1939,132,3,0
154939,112,45000000,1996,87,1,0
154940,105,53000000,1986,104,2,0
154941,109,44000000,1978,101,3,0
154942,101,27000000,1920,43,1,0
154943,105,49000000,1936,86,2,0
154944,109,117000000,1976,230,6,2
154945,112,47400000,1994,80,2,0
154946,221,100000000,2000,283,6,2
154947,301,51000000,1972,258,5,2
154951,260,28900000,2021,55,1,0
154952,260,34900000,2021,74,2,0
154953,105,64500000,2007,101,1,0
154954,112,41150000,1988,65,1,0
154955,640,42750000,1972,243,5,2
154956,230,30500000,1945,109,3,0
154958,101,131692000,2019,123,4,0
154960,112,57500000,1990,120,3,0
154961,112,42200000,1996,67,1,0
154962,225,56000000,2003,95,2,0
154963,113,29000000,2016,109,3,0
154964,730,36000000,2006,140,3,1
154965,800,54700000,2021,89,2,0
154966,112,138000000,1990,275,5,2
154967,300,24000000,1935,83,2,0
154968,900,28500000,1942,135,3,2
154969,203,62500000,2007,126,2,0
154970,109,46900000,1979,133,3,0
154971,200,35000000,1980,54,1,0
154974,220,63000000,1984,136,4,0
154975,104,26000000,1938,43,1,0
154976,220,34900000,1951,66,2,0
154977,108,50100000,1968,79,3,0
154980,105,77900000,2014,133,2,0
154983,800,33500000,1980,95,2,0
154984,104,95000000,1954,190,4,0
154985,113,83900000,2008,154,4,0
154986,112,62500000,1999,116,3,0
154987,600,64200000,1988,134,2,1
154988,600,79900000,1968,201,5,2
154989,170,72900000,1996,111,2,0
154990,108,55800000,1963,129,4,0
154991,800,48900000,2021,84,1,0
154992,220,44600000,1954,74,2,0
154993,107,56200000,1978,80,1,0
154994,170,62000000,2018,81,2,0
154996,107,23250000,1979,100,3,0
154997,105,77250000,2014,126,2,0
154998,200,36000000,1973,51,1,0
154999,107,33500000,1938,59,1,0
155000,105,78500000,2010,143,2,0
155001,200,74500000,1977,161,3,0
155002,220,38500000,1983,62,1,0
155003,108,83000000,1960,175,4,0
155004,220,48400000,1908,78,1,0
155005,105,86400000,2014,131,2,0
155006,200,60500000,2020,93,2,0
155008,210,95000000,1986,159,3,1
155009,210,62000000,1978,126,2,0
155010,105,56000000,1959,70,1,0
155011,200,40000000,1970,79,1,0
155012,105,87900000,1965,179,3,0
155013,210,60500000,2017,107,2,0
155018,112,46400000,1996,79,2,0
155019,221,54000000,1997,94,2,0
155020,300,56000000,1984,205,4,2
155021,111,7316000,1979,103,2,0
155023,740,22000000,1931,74,1,0
155024,740,17300000,1924,80,2,0
155025,105,39850000,2003,87,2,0
155027,262,33900000,1992,172,4,0
155028,112,47900000,1996,86,2,0
155029,600,39000000,1989,79,1,0
155030,600,33500000,1977,87,3,0
155031,250,47900000,2021,133,3,1
155032,101,104000000,2018,120,2,0
155033,210,67500000,2020,120,3,0
155034,105,77900000,1961,124,3,0
155035,861,21480000,1988,168,3,2
155036,800,49900000,2014,90,2,1
155037,101,35300000,1936,63,5,0
155038,113,43900000,2016,63,1,0
155039,210,78000000,2015,115,2,0
155040,621,32000000,1993,117,3,2
155041,900,24300000,1984,68,1,0
155043,270,58900000,2017,102,3,0
155047,210,79000000,2021,120,3,0
155048,800,35000000,1994,87,3,1
155049,900,47000000,1965,165,4,2
155050,200,53900000,2020,78,1,0
155051,101,145000000,1923,222,8,0
155052,210,59700000,2019,100,3,0
155053,101,44500000,1920,97,2,0
155054,101,79300000,2018,88,2,0
155055,200,77900000,2021,137,3,0
155057,200,114900000,2021,151,2,0
155058,800,31800000,2021,69,1,0
155059,210,60000000,2019,98,3,0
155060,104,43000000,1948,73,2,0
155061,200,43900000,1984,62,1,0
155062,101,340000000,2019,213,2,0
155063,103,44900000,1985,75,1,0
155064,800,37900000,1960,104,2,0
155065,603,39100000,1999,117,2,0
155066,262,38700000,1978,124,3,0
155067,105,26540000,1998,56,2,0
155068,101,150000000,2018,160,2,0
155069,220,28000000,1946,31,1,0
155070,105,48500000,1954,83,2,0
155071,262,35900000,1969,185,4,0
155072,262,35900000,1969,184,4,0
155073,220,101000000,1980,181,4,2
155074,680,11000000,1983,110,3,1
155075,262,27100000,1969,95,2,0
155076,815,28300000,1957,78,3,0
155077,900,29600000,1947,62,1,0
155078,101,56000000,1926,82,2,0
155079,105,61000000,1961,94,2,0
155080,111,38500000,1973,94,2,0
155081,210,198000000,1965,289,5,2
155082,108,44900000,1962,80,2,0
155083,800,52000000,2016,115,2,1
155084,800,63000000,1980,180,4,2
155085,107,36200000,1942,77,1,0
155086,200,42600000,1972,70,1,0
155088,600,16900000,1930,56,1,0
155089,111,48800000,1975,117,3,0
155090,221,62500000,2004,127,3,0
155091,220,43000000,1967,89,2,0
155092,105,74200000,2017,120,2,0
155093,730,37000000,1964,171,5,2
155094,103,63000000,1985,100,2,0
155095,600,34250000,2020,80,2,0
155096,107,51500000,1983,112,2,0
155097,113,43900000,2004,72,1,0
155098,101,36250000,1934,62,1,0
155099,108,32000000,1955,52,2,0
155100,107,57000000,1925,72,3,1
155101,603,33300000,1965,84,2,0
155102,900,29600000,1947,62,1,0
155103,101,77900000,1928,123,3,0
155104,270,103500000,2016,204,3,1
155105,102,52500000,2019,61,1,0
155106,221,58000000,2002,112,3,0
155107,105,43000000,1938,59,2,0
155108,109,46700000,1970,114,3,0
155110,101,20000000,2014,129,3,0
155111,200,55000000,2003,85,2,0
155112,800,46200000,2020,90,2,1
155115,806,60500000,2004,199,2,2
155116,800,49900000,2020,105,3,1
155117,262,26500000,1978,89,2,0
155118,260,31400000,2021,64,1,0
155119,260,34900000,2021,74,2,0
155120,260,34900000,2021,74,2,0
155121,260,28900000,2021,55,1,0
155122,800,61250000,2007,140,3,1
155124,108,39300000,1964,59,1,0
155125,800,64900000,2021,105,2,0
155126,230,65000000,1982,156,4,1
155127,260,34900000,2021,74,2,0
155129,220,62500000,1991,137,3,0
155130,111,39400000,1974,109,3,0
155132,201,116500000,2003,221,3,0
155133,109,35500000,1968,71,1,0
155134,107,37800000,1986,56,1,0
155136,210,79900000,2021,142,3,0
155137,200,51000000,1988,91,2,0
155138,603,60400000,1979,146,3,1
155139,600,21500000,1975,53,2,0
155140,111,40000000,1980,91,2,0
155141,603,39500000,1979,89,2,1
155142,109,45000000,1971,108,3,0
155143,200,59500000,1955,84,2,0
155144,111,47000000,1979,103,2,0
155145,200,62500000,1973,126,3,1
155148,105,96000000,1960,174,5,1
155149,111,28300000,1972,77,2,0
155150,600,30500000,1926,129,3,0
155151,109,60000000,1970,161,3,0
155152,201,66500000,2003,123,3,0
155153,103,57900000,1961,118,3,0
155154,101,56900000,1924,88,1,0
155155,220,47200000,1968,91,2,0
155156,110,49700000,2002,95,2,0
155157,112,55500000,2000,105,2,0
155158,203,125000000,2009,244,4,1
155163,105,36445000,1986,69,1,0
155164,300,19600000,1934,77,1,0
155165,800,35600000,2021,83,3,0
155166,260,31400000,2021,64,1,0
155167,260,31700000,2021,64,1,0
155168,260,28400000,2021,55,1,0
155169,210,47900000,2017,76,1,0
155170,603,21000000,1991,66,1,0
155171,603,38900000,2001,98,3,0
155172,230,37900000,2021,70,1,0
155173,262,37300000,1978,126,4,0
155175,262,28900000,1970,94,2,0
155176,104,79200000,1961,154,3,0
155177,101,36000000,1933,48,1,0
155178,201,54000000,1998,82,1,0
155179,203,55000000,2007,126,2,0
155181,270,67900000,2020,118,2,0
155182,800,30400000,2021,69,1,0
155183,210,18000000,2006,133,2,0
155184,800,37300000,2021,83,3,0
155185,800,31100000,2021,69,1,0
155186,900,39500000,1948,272,4,2
155187,221,24500000,2008,92,2,0
155188,104,65000000,1962,153,3,0
155189,104,44000000,1962,83,2,0
155190,210,79000000,2016,147,3,0
155191,107,81000000,1960,150,3,0
155192,755,11700000,1966,112,3,2
